Gene stable ID,length
ENSMUSG00000033122,3743
ENSMUSG00000001123,4886
ENSMUSG00000062054,4088
ENSMUSG00000027777,14455
ENSMUSG00000031157,4793
ENSMUSG00000001098,9317
ENSMUSG00000025092,13418
ENSMUSG00000033114,8939
ENSMUSG00000033065,9636
ENSMUSG00000024029,490
ENSMUSG00000025290,14143
ENSMUSG00000024028,580
ENSMUSG00000062604,21083
ENSMUSG00000037801,19818
ENSMUSG00000028636,3932
ENSMUSG00000024032,970
ENSMUSG00000048029,5641
ENSMUSG00000025724,10602
ENSMUSG00000037509,19182
ENSMUSG00000051146,1289
ENSMUSG00000062181,5661
ENSMUSG00000024034,10646
ENSMUSG00000041362,10584
ENSMUSG00000022842,15542
ENSMUSG00000070806,2718
ENSMUSG00000061306,25046
ENSMUSG00000048899,4650
ENSMUSG00000039278,2190
ENSMUSG00000020196,18640
ENSMUSG00000031160,1075
ENSMUSG00000053815,5448
ENSMUSG00000047824,8203
ENSMUSG00000050028,4977
ENSMUSG00000031161,21356
ENSMUSG00000063157,15149
ENSMUSG00000058188,1929
ENSMUSG00000087385,3797
ENSMUSG00000057179,3682
ENSMUSG00000074221,16021
ENSMUSG00000060084,4553
ENSMUSG00000044934,7469
ENSMUSG00000036853,4149
ENSMUSG00000059069,2339
ENSMUSG00000048175,5520
ENSMUSG00000028532,10817
ENSMUSG00000006288,8016
ENSMUSG00000060560,2419
ENSMUSG00000053985,7739
ENSMUSG00000006270,1289
ENSMUSG00000039431,10624
ENSMUSG00000021476,9808
ENSMUSG00000029875,2976
ENSMUSG00000075427,2771
ENSMUSG00000005621,8950
ENSMUSG00000042613,7117
ENSMUSG00000090129,6090
ENSMUSG00000030048,850
ENSMUSG00000071470,1946
ENSMUSG00000056201,3852
ENSMUSG00000059460,6394
ENSMUSG00000036023,7996
ENSMUSG00000042345,17678
ENSMUSG00000048077,1307
ENSMUSG00000022987,8488
ENSMUSG00000024642,5844
ENSMUSG00000030046,4488
ENSMUSG00000039629,20955
ENSMUSG00000001666,1218
ENSMUSG00000038763,6811
ENSMUSG00000027952,3961
ENSMUSG00000118272,170
ENSMUSG00000092360,750
ENSMUSG00000042043,2135
ENSMUSG00000062037,6287
ENSMUSG00000001665,6548
ENSMUSG00000051793,1882
ENSMUSG00000041757,39236
ENSMUSG00000056184,3491
ENSMUSG00000022427,2937
ENSMUSG00000021685,3339
ENSMUSG00000098022,14041
ENSMUSG00000006281,17818
ENSMUSG00000064202,8421
ENSMUSG00000021671,8584
ENSMUSG00000027636,5591
ENSMUSG00000022426,3436
ENSMUSG00000000794,11188
ENSMUSG00000001663,2597
ENSMUSG00000042535,8018
ENSMUSG00000024033,3381
ENSMUSG00000046723,2885
ENSMUSG00000011008,6845
ENSMUSG00000071937,2619
ENSMUSG00000046282,2587
ENSMUSG00000054033,2634
ENSMUSG00000035547,8187
ENSMUSG00000009093,1894
ENSMUSG00000031885,12181
ENSMUSG00000033318,8312
ENSMUSG00000035275,8357
ENSMUSG00000047117,15306
ENSMUSG00000032085,2885
ENSMUSG00000033307,1139
ENSMUSG00000056486,21982
ENSMUSG00000009092,6132
ENSMUSG00000037257,6586
ENSMUSG00000028530,10231
ENSMUSG00000042524,22837
ENSMUSG00000024036,25001
ENSMUSG00000032557,9664
ENSMUSG00000000902,15679
ENSMUSG00000043531,21107
ENSMUSG00000058447,2365
ENSMUSG00000006998,10315
ENSMUSG00000074006,2143
ENSMUSG00000021668,21700
ENSMUSG00000074004,2369
ENSMUSG00000029577,15278
ENSMUSG00000025726,5709
ENSMUSG00000031596,23364
ENSMUSG00000090799,10346
ENSMUSG00000032402,7108
ENSMUSG00000006289,11795
ENSMUSG00000036832,2461
ENSMUSG00000036825,14204
ENSMUSG00000051910,57437
ENSMUSG00000090150,15636
ENSMUSG00000032998,19619
ENSMUSG00000041406,8514
ENSMUSG00000030047,13306
ENSMUSG00000020385,14789
ENSMUSG00000024985,42058
ENSMUSG00000000901,6433
ENSMUSG00000035960,3847
ENSMUSG00000039753,29677
ENSMUSG00000045983,61796
ENSMUSG00000079355,8956
ENSMUSG00000031595,3609
ENSMUSG00000041119,39905
ENSMUSG00000035953,14319
ENSMUSG00000032480,50752
ENSMUSG00000031162,2986
ENSMUSG00000049422,2821
ENSMUSG00000031889,11828
ENSMUSG00000050157,1921
ENSMUSG00000000903,1350
ENSMUSG00000031163,669
ENSMUSG00000028189,9331
ENSMUSG00000033255,4014
ENSMUSG00000031158,5145
ENSMUSG00000022420,5769
ENSMUSG00000033352,7895
ENSMUSG00000068417,1969
ENSMUSG00000028188,8889
ENSMUSG00000049764,5470
ENSMUSG00000037503,14080
ENSMUSG00000023247,591
ENSMUSG00000020226,3187
ENSMUSG00000021872,3146
ENSMUSG00000094802,1813
ENSMUSG00000052382,1187
ENSMUSG00000032978,1296
ENSMUSG00000094577,832
ENSMUSG00000059648,712
ENSMUSG00000121587,981
ENSMUSG00000030307,5134
ENSMUSG00000068407,1215
ENSMUSG00000096867,981
ENSMUSG00000089837,2598
ENSMUSG00000035932,6918
ENSMUSG00000094592,981
ENSMUSG00000018334,16368
ENSMUSG00000028634,27906
ENSMUSG00000069920,5478
ENSMUSG00000025051,960
ENSMUSG00000072888,920
ENSMUSG00000031887,3380
ENSMUSG00000020229,2040
ENSMUSG00000059663,916
ENSMUSG00000053004,12823
ENSMUSG00000089715,19634
ENSMUSG00000068113,2724
ENSMUSG00000033313,3807
ENSMUSG00000042271,10417
ENSMUSG00000068523,3597
ENSMUSG00000058440,36950
ENSMUSG00000020230,12980
ENSMUSG00000045636,29583
ENSMUSG00000027951,23548
ENSMUSG00000115115,76
ENSMUSG00000028527,14936
ENSMUSG00000026639,16443
ENSMUSG00000030760,21088
ENSMUSG00000090122,1542
ENSMUSG00000031278,20556
ENSMUSG00000021669,13940
ENSMUSG00000009585,29536
ENSMUSG00000028635,1457
ENSMUSG00000063564,6144
ENSMUSG00000052135,2613
ENSMUSG00000021670,15244
ENSMUSG00000000085,21460
ENSMUSG00000027249,7092
ENSMUSG00000025584,5207
ENSMUSG00000018347,4557
ENSMUSG00000033208,1481
ENSMUSG00000026123,9080
ENSMUSG00000020231,28067
ENSMUSG00000017677,9762
ENSMUSG00000005804,7922
ENSMUSG00000029082,6307
ENSMUSG00000109561,11579
ENSMUSG00000075040,9747
ENSMUSG00000016194,8130
ENSMUSG00000049580,18049
ENSMUSG00000091387,5084
ENSMUSG00000078942,13503
ENSMUSG00000061937,7724
ENSMUSG00000005803,9262
ENSMUSG00000056752,25547
ENSMUSG00000031594,5016
ENSMUSG00000030663,6592
ENSMUSG00000047518,1757
ENSMUSG00000009633,869
ENSMUSG00000033249,10462
ENSMUSG00000028633,4108
ENSMUSG00000021640,17345
ENSMUSG00000045216,7007
ENSMUSG00000016179,5934
ENSMUSG00000061787,2920
ENSMUSG00000027634,14481
ENSMUSG00000053930,9102
ENSMUSG00000061111,2452
ENSMUSG00000057541,17601
ENSMUSG00000074003,8696
ENSMUSG00000053411,15424
ENSMUSG00000021639,11725
ENSMUSG00000025129,768
ENSMUSG00000025130,4028
ENSMUSG00000028528,28807
ENSMUSG00000026579,7405
ENSMUSG00000090958,8745
ENSMUSG00000028187,6352
ENSMUSG00000032560,24972
ENSMUSG00000001151,31189
ENSMUSG00000078808,38168
ENSMUSG00000117744,5108
ENSMUSG00000025586,11298
ENSMUSG00000040600,2961
ENSMUSG00000040918,8349
ENSMUSG00000095770,777
ENSMUSG00000118402,1928
ENSMUSG00000096194,1906
ENSMUSG00000094391,1496
ENSMUSG00000095754,1977
ENSMUSG00000118441,1700
ENSMUSG00000000489,6124
ENSMUSG00000118465,1700
ENSMUSG00000096645,1980
ENSMUSG00000118431,1700
ENSMUSG00000025132,4005
ENSMUSG00000034555,4841
ENSMUSG00000109156,3529
ENSMUSG00000079460,1517
ENSMUSG00000037470,26436
ENSMUSG00000028186,7792
ENSMUSG00000057439,3646
ENSMUSG00000022421,5997
ENSMUSG00000025134,4873
ENSMUSG00000029575,4917
ENSMUSG00000066820,32544
ENSMUSG00000028185,5238
ENSMUSG00000010505,30642
ENSMUSG00000025135,6247
ENSMUSG00000031424,2558
ENSMUSG00000021638,11636
ENSMUSG00000060036,7681
ENSMUSG00000044034,1484
ENSMUSG00000090202,3411
ENSMUSG00000118298,10723
ENSMUSG00000117863,21713
ENSMUSG00000092579,3670
ENSMUSG00000035575,7344
ENSMUSG00000058631,2170
ENSMUSG00000048652,4438
ENSMUSG00000024037,19754
ENSMUSG00000118388,962
ENSMUSG00000066850,5824
ENSMUSG00000004032,4919
ENSMUSG00000022415,6041
ENSMUSG00000014776,3172
ENSMUSG00000044550,6382
ENSMUSG00000034690,10418
ENSMUSG00000029084,4142
ENSMUSG00000039159,7033
ENSMUSG00000014837,12999
ENSMUSG00000034908,16841
ENSMUSG00000021636,8339
ENSMUSG00000089996,447
ENSMUSG00000033036,1406
ENSMUSG00000079699,501
ENSMUSG00000052364,2582
ENSMUSG00000048373,4574
ENSMUSG00000026640,21379
ENSMUSG00000078208,841
ENSMUSG00000022414,3952
ENSMUSG00000028999,16988
ENSMUSG00000060685,849
ENSMUSG00000043251,8455
ENSMUSG00000078206,855
ENSMUSG00000071815,840
ENSMUSG00000117965,203
ENSMUSG00000009114,3088
ENSMUSG00000039130,13172
ENSMUSG00000068219,871
ENSMUSG00000025137,10431
ENSMUSG00000038736,18369
ENSMUSG00000035401,33631
ENSMUSG00000079705,867
ENSMUSG00000035212,3644
ENSMUSG00000004035,3888
ENSMUSG00000024038,5412
ENSMUSG00000021635,13397
ENSMUSG00000014859,3487
ENSMUSG00000033126,6015
ENSMUSG00000041025,12947
ENSMUSG00000079702,512
ENSMUSG00000001150,9067
ENSMUSG00000079701,1413
ENSMUSG00000014791,9039
ENSMUSG00000006705,20369
ENSMUSG00000079703,1064
ENSMUSG00000022338,13074
ENSMUSG00000035371,595
ENSMUSG00000068218,871
ENSMUSG00000094439,4372
ENSMUSG00000078941,4679
ENSMUSG00000023165,1664
ENSMUSG00000021846,21564
ENSMUSG00000026578,1903
ENSMUSG00000028737,8105
ENSMUSG00000061388,5869
ENSMUSG00000017548,10929
ENSMUSG00000047180,3796
ENSMUSG00000068762,5511
ENSMUSG00000038725,45863
ENSMUSG00000052293,5574
ENSMUSG00000079704,534
ENSMUSG00000033105,22158
ENSMUSG00000071816,595
ENSMUSG00000028738,5558
ENSMUSG00000026577,10510
ENSMUSG00000048924,3607
ENSMUSG00000079697,1157
ENSMUSG00000061778,14988
ENSMUSG00000030314,24781
ENSMUSG00000032897,10034
ENSMUSG00000041679,12446
ENSMUSG00000014856,4006
ENSMUSG00000069089,6148
ENSMUSG00000017561,10840
ENSMUSG00000004038,1303
ENSMUSG00000026305,20533
ENSMUSG00000046792,7787
ENSMUSG00000040562,3315
ENSMUSG00000028998,1122
ENSMUSG00000002240,2639
ENSMUSG00000021743,6519
ENSMUSG00000024039,20743
ENSMUSG00000014778,9450
ENSMUSG00000009115,2384
ENSMUSG00000047757,5330
ENSMUSG00000041939,9006
ENSMUSG00000030753,6104
ENSMUSG00000028736,7561
ENSMUSG00000001155,5281
ENSMUSG00000061474,3427
ENSMUSG00000114378,3117
ENSMUSG00000005034,21806
ENSMUSG00000033111,21649
ENSMUSG00000032561,11244
ENSMUSG00000025138,15468
ENSMUSG00000044876,13880
ENSMUSG00000014786,7444
ENSMUSG00000079395,1967
ENSMUSG00000078234,7806
ENSMUSG00000040972,1969
ENSMUSG00000045273,1926
ENSMUSG00000020241,13431
ENSMUSG00000079387,4034
ENSMUSG00000036591,39587
ENSMUSG00000014782,17860
ENSMUSG00000041431,10533
ENSMUSG00000032890,15992
ENSMUSG00000034660,789
ENSMUSG00000042225,5431
ENSMUSG00000015957,9831
ENSMUSG00000085584,4330
ENSMUSG00000028629,5574
ENSMUSG00000051238,1836
ENSMUSG00000041930,3671
ENSMUSG00000006235,2409
ENSMUSG00000001127,16100
ENSMUSG00000051510,7996
ENSMUSG00000009580,2220
ENSMUSG00000064141,5532
ENSMUSG00000051648,7060
ENSMUSG00000058028,3951
ENSMUSG00000032870,3818
ENSMUSG00000003131,11703
ENSMUSG00000017550,19592
ENSMUSG00000021629,12468
ENSMUSG00000053367,2120
ENSMUSG00000097148,1708
ENSMUSG00000028626,4124
ENSMUSG00000001622,7379
ENSMUSG00000090166,1146
ENSMUSG00000022340,27505
ENSMUSG00000089901,2719
ENSMUSG00000035354,16719
ENSMUSG00000028995,16219
ENSMUSG00000001119,4978
ENSMUSG00000043207,7800
ENSMUSG00000054320,11470
ENSMUSG00000072596,717
ENSMUSG00000032564,10934
ENSMUSG00000021977,2723
ENSMUSG00000025453,13954
ENSMUSG00000058135,3574
ENSMUSG00000078577,717
ENSMUSG00000020389,30547
ENSMUSG00000049878,16058
ENSMUSG00000054893,12326
ENSMUSG00000035469,16351
ENSMUSG00000073764,1177
ENSMUSG00000078576,1145
ENSMUSG00000061613,6786
ENSMUSG00000016494,10942
ENSMUSG00000078575,356
ENSMUSG00000027890,3922
ENSMUSG00000001120,11638
ENSMUSG00000023263,798
ENSMUSG00000014158,18299
ENSMUSG00000030443,7779
ENSMUSG00000028657,7101
ENSMUSG00000037217,6444
ENSMUSG00000040146,15735
ENSMUSG00000121576,77
ENSMUSG00000022339,5920
ENSMUSG00000116207,3322
ENSMUSG00000036745,22274
ENSMUSG00000109398,4083
ENSMUSG00000014846,3231
ENSMUSG00000025451,10593
ENSMUSG00000030747,5413
ENSMUSG00000039199,7309
ENSMUSG00000121513,21939
ENSMUSG00000070732,7685
ENSMUSG00000001131,1704
ENSMUSG00000115726,2652
ENSMUSG00000026679,2516
ENSMUSG00000022557,4504
ENSMUSG00000052396,2125
ENSMUSG00000072624,8068
ENSMUSG00000001436,11233
ENSMUSG00000001128,2025
ENSMUSG00000055150,17252
ENSMUSG00000034353,3878
ENSMUSG00000024041,5485
ENSMUSG00000027635,7384
ENSMUSG00000028525,25682
ENSMUSG00000031891,1835
ENSMUSG00000095493,1749
ENSMUSG00000047441,3351
ENSMUSG00000013160,2118
ENSMUSG00000039632,5174
ENSMUSG00000009406,5786
ENSMUSG00000026575,13418
ENSMUSG00000034161,3039
ENSMUSG00000055407,27956
ENSMUSG00000022556,25741
ENSMUSG00000001134,3654
ENSMUSG00000028986,10460
ENSMUSG00000024042,8194
ENSMUSG00000003573,11123
ENSMUSG00000072598,712
ENSMUSG00000095528,831
ENSMUSG00000053961,706
ENSMUSG00000021950,3064
ENSMUSG00000079244,1576
ENSMUSG00000027692,62561
ENSMUSG00000091142,1398
ENSMUSG00000027589,12325
ENSMUSG00000029775,16550
ENSMUSG00000096024,666
ENSMUSG00000002076,10484
ENSMUSG00000094715,663
ENSMUSG00000062861,8194
ENSMUSG00000032563,12419
ENSMUSG00000001435,16706
ENSMUSG00000062822,13875
ENSMUSG00000091296,1647
ENSMUSG00000016493,9689
ENSMUSG00000011884,3490
ENSMUSG00000092036,1501
ENSMUSG00000093979,2549
ENSMUSG00000095024,992
ENSMUSG00000054737,11909
ENSMUSG00000048439,5700
ENSMUSG00000058392,19642
ENSMUSG00000000606,48457
ENSMUSG00000057788,6603
ENSMUSG00000050821,6808
ENSMUSG00000026576,4265
ENSMUSG00000093536,4302
ENSMUSG00000055485,9039
ENSMUSG00000037167,636
ENSMUSG00000031079,5948
ENSMUSG00000002486,14112
ENSMUSG00000022179,3665
ENSMUSG00000055681,10238
ENSMUSG00000045929,4455
ENSMUSG00000062814,847
ENSMUSG00000090824,3648
ENSMUSG00000048620,7824
ENSMUSG00000074628,1236
ENSMUSG00000068122,3591
ENSMUSG00000074634,9687
ENSMUSG00000054938,9999
ENSMUSG00000032481,22969
ENSMUSG00000022515,13679
ENSMUSG00000022193,1515
ENSMUSG00000025969,39594
ENSMUSG00000038628,3417
ENSMUSG00000096228,4019
ENSMUSG00000038146,9336
ENSMUSG00000072423,4815
ENSMUSG00000070436,10537
ENSMUSG00000031148,4799
ENSMUSG00000059674,4232
ENSMUSG00000048550,8380
ENSMUSG00000028656,10296
ENSMUSG00000022555,9901
ENSMUSG00000022185,41197
ENSMUSG00000070697,1628
ENSMUSG00000038319,9435
ENSMUSG00000087408,6207
ENSMUSG00000098505,22557
ENSMUSG00000039382,28676
ENSMUSG00000037577,3993
ENSMUSG00000034583,5251
ENSMUSG00000027247,15796
ENSMUSG00000022542,6303
ENSMUSG00000030315,9536
ENSMUSG00000021313,41493
ENSMUSG00000035314,11692
ENSMUSG00000116376,1947
ENSMUSG00000024002,26909
ENSMUSG00000109523,1347
ENSMUSG00000022559,7211
ENSMUSG00000058301,9088
ENSMUSG00000025140,7098
ENSMUSG00000096215,2844
ENSMUSG00000030316,8566
ENSMUSG00000028978,7778
ENSMUSG00000022540,6567
ENSMUSG00000022560,8170
ENSMUSG00000000440,8137
ENSMUSG00000040964,31473
ENSMUSG00000022550,19767
ENSMUSG00000046909,3003
ENSMUSG00000035298,3649
ENSMUSG00000025141,3477
ENSMUSG00000020349,7659
ENSMUSG00000048067,15960
ENSMUSG00000022536,15085
ENSMUSG00000030744,7437
ENSMUSG00000025532,4859
ENSMUSG00000062204,935
ENSMUSG00000020709,2370
ENSMUSG00000024045,32323
ENSMUSG00000031849,3978
ENSMUSG00000045967,10732
ENSMUSG00000060170,935
ENSMUSG00000020707,2309
ENSMUSG00000038295,6202
ENSMUSG00000003575,17806
ENSMUSG00000039473,23452
ENSMUSG00000042389,8119
ENSMUSG00000042988,6348
ENSMUSG00000045659,47756
ENSMUSG00000025716,14215
ENSMUSG00000020260,11976
ENSMUSG00000068011,3422
ENSMUSG00000055707,14219
ENSMUSG00000028973,13839
ENSMUSG00000000439,7749
ENSMUSG00000034022,29386
ENSMUSG00000035964,2215
ENSMUSG00000029782,20965
ENSMUSG00000036309,5194
ENSMUSG00000007888,2559
ENSMUSG00000020262,50128
ENSMUSG00000002625,19206
ENSMUSG00000058833,5403
ENSMUSG00000021431,14029
ENSMUSG00000026787,6444
ENSMUSG00000000782,5313
ENSMUSG00000039457,8884
ENSMUSG00000029291,21145
ENSMUSG00000090137,4789
ENSMUSG00000057531,12037
ENSMUSG00000091712,8045
ENSMUSG00000034135,24369
ENSMUSG00000026786,10431
ENSMUSG00000020905,11112
ENSMUSG00000055553,7192
ENSMUSG00000023143,5567
ENSMUSG00000026574,1720
ENSMUSG00000027244,10059
ENSMUSG00000026573,520
ENSMUSG00000020904,4631
ENSMUSG00000063354,6198
ENSMUSG00000037989,54610
ENSMUSG00000051669,1360
ENSMUSG00000024050,37149
ENSMUSG00000034343,15072
ENSMUSG00000039427,5857
ENSMUSG00000019428,12395
ENSMUSG00000020402,5068
ENSMUSG00000115987,6724
ENSMUSG00000032977,3945
ENSMUSG00000059323,10446
ENSMUSG00000028655,4868
ENSMUSG00000022544,6430
ENSMUSG00000000290,8941
ENSMUSG00000026572,5239
ENSMUSG00000025340,10702
ENSMUSG00000032083,1630
ENSMUSG00000070002,3512
ENSMUSG00000037447,33709
ENSMUSG00000032482,19138
ENSMUSG00000028654,8567
ENSMUSG00000019139,9660
ENSMUSG00000027243,8530
ENSMUSG00000035629,26099
ENSMUSG00000040945,9204
ENSMUSG00000004187,13492
ENSMUSG00000052142,21006
ENSMUSG00000038276,7180
ENSMUSG00000070003,10660
ENSMUSG00000027639,18606
ENSMUSG00000009291,7771
ENSMUSG00000032081,2442
ENSMUSG00000036275,6670
ENSMUSG00000040822,3912
ENSMUSG00000029784,2883
ENSMUSG00000114865,3461
ENSMUSG00000020903,9446
ENSMUSG00000032080,1812
ENSMUSG00000028969,3143
ENSMUSG00000052435,1239
ENSMUSG00000071553,5552
ENSMUSG00000020265,8396
ENSMUSG00000022180,6224
ENSMUSG00000035032,8947
ENSMUSG00000028653,4524
ENSMUSG00000033837,1866
ENSMUSG00000112858,8709
ENSMUSG00000044221,7689
ENSMUSG00000033819,15801
ENSMUSG00000036264,4364
ENSMUSG00000049988,2349
ENSMUSG00000039070,2728
ENSMUSG00000057156,11365
ENSMUSG00000038508,2920
ENSMUSG00000056204,8825
ENSMUSG00000072494,5470
ENSMUSG00000002384,4253
ENSMUSG00000054836,5316
ENSMUSG00000089682,8848
ENSMUSG00000112241,506
ENSMUSG00000020902,12539
ENSMUSG00000000441,16986
ENSMUSG00000009293,3726
ENSMUSG00000076438,1734
ENSMUSG00000040935,3213
ENSMUSG00000031848,2856
ENSMUSG00000092232,1236
ENSMUSG00000109493,1884
ENSMUSG00000041890,45867
ENSMUSG00000022194,9473
ENSMUSG00000031149,1336
ENSMUSG00000020901,10228
ENSMUSG00000022546,16304
ENSMUSG00000016481,16882
ENSMUSG00000031150,6948
ENSMUSG00000069581,5312
ENSMUSG00000032079,6820
ENSMUSG00000110622,4580
ENSMUSG00000028651,3493
ENSMUSG00000095026,1984
ENSMUSG00000031842,22787
ENSMUSG00000095970,800
ENSMUSG00000112170,692
ENSMUSG00000069584,349
ENSMUSG00000094012,552
ENSMUSG00000094146,362
ENSMUSG00000020361,8284
ENSMUSG00000069583,655
ENSMUSG00000096421,362
ENSMUSG00000003402,8855
ENSMUSG00000112864,842
ENSMUSG00000112380,833
ENSMUSG00000094120,692
ENSMUSG00000095817,692
ENSMUSG00000025330,6437
ENSMUSG00000095593,692
ENSMUSG00000000134,37784
ENSMUSG00000096481,692
ENSMUSG00000095721,710
ENSMUSG00000079563,14557
ENSMUSG00000096131,677
ENSMUSG00000019080,3389
ENSMUSG00000096380,746
ENSMUSG00000094913,1529
ENSMUSG00000069582,980
ENSMUSG00000112223,1305
ENSMUSG00000112653,500
ENSMUSG00000033762,11909
ENSMUSG00000111915,907
ENSMUSG00000021500,10056
ENSMUSG00000051652,4294
ENSMUSG00000009292,28795
ENSMUSG00000040848,9989
ENSMUSG00000018239,1634
ENSMUSG00000046093,8050
ENSMUSG00000022801,21438
ENSMUSG00000026784,7301
ENSMUSG00000049470,17454
ENSMUSG00000040843,7854
ENSMUSG00000054958,1214
ENSMUSG00000029788,7253
ENSMUSG00000022199,26224
ENSMUSG00000025328,6351
ENSMUSG00000035559,2305
ENSMUSG00000040836,8677
ENSMUSG00000021458,29632
ENSMUSG00000031834,6351
ENSMUSG00000026307,9774
ENSMUSG00000061126,6277
ENSMUSG00000033728,22238
ENSMUSG00000036216,528
ENSMUSG00000090862,9354
ENSMUSG00000027641,10457
ENSMUSG00000044894,2796
ENSMUSG00000032744,5522
ENSMUSG00000091586,5649
ENSMUSG00000054446,2285
ENSMUSG00000046207,10683
ENSMUSG00000031833,16649
ENSMUSG00000025329,3738
ENSMUSG00000032567,15761
ENSMUSG00000033707,2819
ENSMUSG00000018909,24404
ENSMUSG00000022203,6190
ENSMUSG00000116138,9379
ENSMUSG00000048440,13159
ENSMUSG00000028927,5774
ENSMUSG00000049515,8314
ENSMUSG00000059900,6239
ENSMUSG00000033697,25827
ENSMUSG00000040770,1061
ENSMUSG00000020284,16969
ENSMUSG00000040759,2379
ENSMUSG00000026571,10607
ENSMUSG00000040752,14586
ENSMUSG00000028524,28351
ENSMUSG00000032485,10288
ENSMUSG00000006262,18803
ENSMUSG00000020277,9654
ENSMUSG00000018238,2597
ENSMUSG00000048329,2059
ENSMUSG00000045915,3182
ENSMUSG00000026308,3081
ENSMUSG00000000791,8816
ENSMUSG00000029366,3889
ENSMUSG00000027104,45802
ENSMUSG00000018387,16503
ENSMUSG00000026616,27849
ENSMUSG00000062464,3071
ENSMUSG00000041870,14454
ENSMUSG00000003410,8432
ENSMUSG00000030319,5459
ENSMUSG00000090700,4470
ENSMUSG00000000731,27089
ENSMUSG00000002910,8049
ENSMUSG00000111842,722
ENSMUSG00000036057,7382
ENSMUSG00000057841,1416
ENSMUSG00000044352,3701
ENSMUSG00000073424,5217
ENSMUSG00000022526,10795
ENSMUSG00000022948,17719
ENSMUSG00000007721,1776
ENSMUSG00000029790,14618
ENSMUSG00000031153,18876
ENSMUSG00000027690,8640
ENSMUSG00000116024,2032
ENSMUSG00000017686,25732
ENSMUSG00000000792,2913
ENSMUSG00000003970,2681
ENSMUSG00000045128,5417
ENSMUSG00000072694,3713
ENSMUSG00000026568,9016
ENSMUSG00000096606,3021
ENSMUSG00000054967,5079
ENSMUSG00000038895,9394
ENSMUSG00000058246,2387
ENSMUSG00000053093,18154
ENSMUSG00000027889,19763
ENSMUSG00000024298,15056
ENSMUSG00000042015,11888
ENSMUSG00000063236,4916
ENSMUSG00000047443,3518
ENSMUSG00000060371,14300
ENSMUSG00000019261,20181
ENSMUSG00000055202,5914
ENSMUSG00000032484,1218
ENSMUSG00000095253,13484
ENSMUSG00000053929,6739
ENSMUSG00000010453,18849
ENSMUSG00000030849,57719
ENSMUSG00000051483,4685
ENSMUSG00000032078,6671
ENSMUSG00000095325,11726
ENSMUSG00000121583,3954
ENSMUSG00000029564,5646
ENSMUSG00000082815,936
ENSMUSG00000024292,10003
ENSMUSG00000022947,1866
ENSMUSG00000035439,9920
ENSMUSG00000121584,5141
ENSMUSG00000041685,26899
ENSMUSG00000022946,30106
ENSMUSG00000016624,10850
ENSMUSG00000034040,15441
ENSMUSG00000030322,11657
ENSMUSG00000002395,9603
ENSMUSG00000011257,17044
ENSMUSG00000050192,5022
ENSMUSG00000039221,5815
ENSMUSG00000066839,6534
ENSMUSG00000051855,11679
ENSMUSG00000016619,6649
ENSMUSG00000074655,2105
ENSMUSG00000029086,41488
ENSMUSG00000036046,17304
ENSMUSG00000021835,4461
ENSMUSG00000010311,7233
ENSMUSG00000032077,8740
ENSMUSG00000009108,7923
ENSMUSG00000024055,12766
ENSMUSG00000048582,3046
ENSMUSG00000108748,2061
ENSMUSG00000037432,9380
ENSMUSG00000003352,11450
ENSMUSG00000046352,2404
ENSMUSG00000021763,8921
ENSMUSG00000040055,5102
ENSMUSG00000002396,9432
ENSMUSG00000063846,884
ENSMUSG00000054792,21255
ENSMUSG00000021947,3766
ENSMUSG00000002393,6907
ENSMUSG00000063600,9290
ENSMUSG00000053600,2749
ENSMUSG00000026309,12753
ENSMUSG00000053390,7997
ENSMUSG00000034911,12059
ENSMUSG00000009731,6030
ENSMUSG00000003360,12255
ENSMUSG00000067430,3939
ENSMUSG00000032726,4308
ENSMUSG00000063277,1757
ENSMUSG00000067424,7600
ENSMUSG00000056617,3441
ENSMUSG00000031154,19603
ENSMUSG00000031820,3178
ENSMUSG00000021871,744
ENSMUSG00000076436,1759
ENSMUSG00000028519,13298
ENSMUSG00000054855,4079
ENSMUSG00000048602,8599
ENSMUSG00000000001,3253
ENSMUSG00000094891,14801
ENSMUSG00000046295,8712
ENSMUSG00000021876,2974
ENSMUSG00000093884,8406
ENSMUSG00000001349,5462
ENSMUSG00000096169,22261
ENSMUSG00000072115,1818
ENSMUSG00000039456,12130
ENSMUSG00000094441,3540
ENSMUSG00000072575,1410
ENSMUSG00000021880,4355
ENSMUSG00000054666,12400
ENSMUSG00000003354,2455
ENSMUSG00000096910,6112
ENSMUSG00000035896,990
ENSMUSG00000003929,8916
ENSMUSG00000007950,5394
ENSMUSG00000059606,758
ENSMUSG00000047894,1331
ENSMUSG00000050766,1414
ENSMUSG00000034880,605
ENSMUSG00000067071,5268
ENSMUSG00000030323,28319
ENSMUSG00000055240,11114
ENSMUSG00000003355,4448
ENSMUSG00000074247,14412
ENSMUSG00000022175,6176
ENSMUSG00000046793,6452
ENSMUSG00000036466,28990
ENSMUSG00000051853,5466
ENSMUSG00000074627,6691
ENSMUSG00000001143,15399
ENSMUSG00000050947,13209
ENSMUSG00000092519,1372
ENSMUSG00000117495,836
ENSMUSG00000024299,42161
ENSMUSG00000048796,14913
ENSMUSG00000022945,8839
ENSMUSG00000022996,13234
ENSMUSG00000034863,14803
ENSMUSG00000022176,4134
ENSMUSG00000017692,5302
ENSMUSG00000028920,6499
